,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Stranger,0.867,0.6629999999999999,10.0,-5.837999999999999,0.0,0.17800000000000002,0.44299999999999995,0.0,0.11699999999999999,0.48100000000000004,121.978,audio_features,34I0nBvoE0ZXmqbKiJ5BWS,spotify:track:34I0nBvoE0ZXmqbKiJ5BWS,https://api.spotify.com/v1/tracks/34I0nBvoE0ZXmqbKiJ5BWS,https://api.spotify.com/v1/audio-analysis/34I0nBvoE0ZXmqbKiJ5BWS,219733.0,4.0
Baddest Behaviour - Timmy Trumpet Remix,0.622,0.929,7.0,-4.966,1.0,0.0861,0.0054600000000000004,0.457,0.377,0.213,137.991,audio_features,3ekTSuD7hN7hcGGyaMdrwy,spotify:track:3ekTSuD7hN7hcGGyaMdrwy,https://api.spotify.com/v1/tracks/3ekTSuD7hN7hcGGyaMdrwy,https://api.spotify.com/v1/audio-analysis/3ekTSuD7hN7hcGGyaMdrwy,198138.0,4.0
Don’t Play,0.721,0.7090000000000001,10.0,-7.939,0.0,0.0486,0.0566,3.9500000000000005e-05,0.0686,0.341,99.961,audio_features,7hHTbI9DRg8u9oJ92RQJkw,spotify:track:7hHTbI9DRg8u9oJ92RQJkw,https://api.spotify.com/v1/tracks/7hHTbI9DRg8u9oJ92RQJkw,https://api.spotify.com/v1/audio-analysis/7hHTbI9DRg8u9oJ92RQJkw,210761.0,4.0
Space For Two - R3HAB Remix,0.304,0.677,4.0,-5.271,1.0,0.0916,0.0676,0.0,0.0976,0.159,77.316,audio_features,46Cliwsmf95NOx1AYWWlUn,spotify:track:46Cliwsmf95NOx1AYWWlUn,https://api.spotify.com/v1/tracks/46Cliwsmf95NOx1AYWWlUn,https://api.spotify.com/v1/audio-analysis/46Cliwsmf95NOx1AYWWlUn,164250.0,4.0
Raise Your Weapon - Madeon Extended Remix,0.7020000000000001,0.696,8.0,-5.7989999999999995,0.0,0.0572,0.0181,2.36e-05,0.0634,0.445,126.06299999999999,audio_features,2PmIDAxRIy6YHpowhmahz2,spotify:track:2PmIDAxRIy6YHpowhmahz2,https://api.spotify.com/v1/tracks/2PmIDAxRIy6YHpowhmahz2,https://api.spotify.com/v1/audio-analysis/2PmIDAxRIy6YHpowhmahz2,255220.0,4.0
Get Down,0.879,0.626,7.0,-6.343999999999999,1.0,0.0604,0.205,6.07e-05,0.055999999999999994,0.968,110.86399999999999,audio_features,4yKZACkuudvfd600H2dQie,spotify:track:4yKZACkuudvfd600H2dQie,https://api.spotify.com/v1/tracks/4yKZACkuudvfd600H2dQie,https://api.spotify.com/v1/audio-analysis/4yKZACkuudvfd600H2dQie,212907.0,4.0
Congratulations,0.63,0.804,6.0,-4.183,1.0,0.0363,0.215,0.0,0.253,0.49200000000000005,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293.0,4.0
Not Friendly,0.878,0.7929999999999999,1.0,-4.744,1.0,0.188,0.0539,0.0,0.0934,0.6559999999999999,139.99,audio_features,2le8xbpMJ1aA0SpJZRMbRw,spotify:track:2le8xbpMJ1aA0SpJZRMbRw,https://api.spotify.com/v1/tracks/2le8xbpMJ1aA0SpJZRMbRw,https://api.spotify.com/v1/audio-analysis/2le8xbpMJ1aA0SpJZRMbRw,234991.0,4.0
The Election of 1800,0.731,0.42,10.0,-10.199,1.0,0.462,0.319,0.0,0.306,0.645,67.426,audio_features,0LpHC9mhPAQC98IjXZIrif,spotify:track:0LpHC9mhPAQC98IjXZIrif,https://api.spotify.com/v1/tracks/0LpHC9mhPAQC98IjXZIrif,https://api.spotify.com/v1/audio-analysis/0LpHC9mhPAQC98IjXZIrif,237983.0,4.0
Hit the Floor,0.74,0.9590000000000001,9.0,-3.6919999999999997,1.0,0.193,0.0629,0.0,0.0444,0.878,150.007,audio_features,5VYbLzAplnqPaGNpcf8qhZ,spotify:track:5VYbLzAplnqPaGNpcf8qhZ,https://api.spotify.com/v1/tracks/5VYbLzAplnqPaGNpcf8qhZ,https://api.spotify.com/v1/audio-analysis/5VYbLzAplnqPaGNpcf8qhZ,164213.0,4.0
Not A Love Song,0.743,0.523,7.0,-10.288,1.0,0.0867,0.128,0.000124,0.135,0.316,92.006,audio_features,45iMwUi9OBJlEIsTJ4AStR,spotify:track:45iMwUi9OBJlEIsTJ4AStR,https://api.spotify.com/v1/tracks/45iMwUi9OBJlEIsTJ4AStR,https://api.spotify.com/v1/audio-analysis/45iMwUi9OBJlEIsTJ4AStR,192293.0,4.0
Love Yourself,0.7859999999999999,0.434,4.0,-7.485,1.0,0.342,0.856,0.0,0.159,0.578,100.315,audio_features,4QzUNYM7na1gozg2UmiKxU,spotify:track:4QzUNYM7na1gozg2UmiKxU,https://api.spotify.com/v1/tracks/4QzUNYM7na1gozg2UmiKxU,https://api.spotify.com/v1/audio-analysis/4QzUNYM7na1gozg2UmiKxU,235707.0,4.0
Roses Remix (feat. Future),0.941,0.46299999999999997,8.0,-5.992999999999999,1.0,0.113,0.0247,5.5299999999999996e-05,0.192,0.312,127.00299999999999,audio_features,1KyZ4rUiW2lkqGNLQYKpcC,spotify:track:1KyZ4rUiW2lkqGNLQYKpcC,https://api.spotify.com/v1/tracks/1KyZ4rUiW2lkqGNLQYKpcC,https://api.spotify.com/v1/audio-analysis/1KyZ4rUiW2lkqGNLQYKpcC,187898.0,4.0
aoi,0.64,0.519,1.0,-7.8660000000000005,0.0,0.309,0.107,0.626,0.19899999999999998,0.39299999999999996,158.944,audio_features,5187ygBWKOWiVHM6bAtuJA,spotify:track:5187ygBWKOWiVHM6bAtuJA,https://api.spotify.com/v1/tracks/5187ygBWKOWiVHM6bAtuJA,https://api.spotify.com/v1/audio-analysis/5187ygBWKOWiVHM6bAtuJA,148861.0,4.0
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",0.774,0.836,9.0,-2.323,0.0,0.152,0.28800000000000003,2.44e-05,0.0824,0.494,112.014,audio_features,7ntUbTIwmwOD6ygCMRZT6e,spotify:track:7ntUbTIwmwOD6ygCMRZT6e,https://api.spotify.com/v1/tracks/7ntUbTIwmwOD6ygCMRZT6e,https://api.spotify.com/v1/audio-analysis/7ntUbTIwmwOD6ygCMRZT6e,201271.0,4.0
Rock Star,0.48200000000000004,0.945,2.0,-3.969,1.0,0.124,0.00436,1.41e-06,0.364,0.626,160.792,audio_features,7smCjIc7MoUM4ay55LQrdu,spotify:track:7smCjIc7MoUM4ay55LQrdu,https://api.spotify.com/v1/tracks/7smCjIc7MoUM4ay55LQrdu,https://api.spotify.com/v1/audio-analysis/7smCjIc7MoUM4ay55LQrdu,178560.0,4.0
My Nigga - Remix,0.8190000000000001,0.535,10.0,-7.082000000000001,0.0,0.27699999999999997,0.0847,0.0,0.21600000000000003,0.69,85.50399999999999,audio_features,7DyvSw2yWlEOcChHAbxGzU,spotify:track:7DyvSw2yWlEOcChHAbxGzU,https://api.spotify.com/v1/tracks/7DyvSw2yWlEOcChHAbxGzU,https://api.spotify.com/v1/audio-analysis/7DyvSw2yWlEOcChHAbxGzU,236773.0,4.0
Sonnambulismo,0.22399999999999998,0.0138,10.0,-30.011,0.0,0.0367,0.9940000000000001,0.904,0.105,0.0863,60.583999999999996,audio_features,2Ud0BKOtLvXRFXXE6ikCKn,spotify:track:2Ud0BKOtLvXRFXXE6ikCKn,https://api.spotify.com/v1/tracks/2Ud0BKOtLvXRFXXE6ikCKn,https://api.spotify.com/v1/audio-analysis/2Ud0BKOtLvXRFXXE6ikCKn,206000.0,4.0
Witness,0.55,0.45899999999999996,1.0,-8.158,1.0,0.0351,0.332,0.0195,0.102,0.39799999999999996,79.317,audio_features,56GEhx9XahoD6sxkJwczod,spotify:track:56GEhx9XahoD6sxkJwczod,https://api.spotify.com/v1/tracks/56GEhx9XahoD6sxkJwczod,https://api.spotify.com/v1/audio-analysis/56GEhx9XahoD6sxkJwczod,234600.0,4.0
Les Champs-Elysées,0.7829999999999999,0.45399999999999996,4.0,-8.251,1.0,0.0489,0.456,0.0,0.155,0.711,111.57700000000001,audio_features,4VWbPQUPvLes814r6T11Jz,spotify:track:4VWbPQUPvLes814r6T11Jz,https://api.spotify.com/v1/tracks/4VWbPQUPvLes814r6T11Jz,https://api.spotify.com/v1/audio-analysis/4VWbPQUPvLes814r6T11Jz,157627.0,4.0
Foreva,0.483,0.574,10.0,-5.16,0.0,0.469,0.0973,0.0,0.057999999999999996,0.45399999999999996,66.773,audio_features,23nOXuK95DPOiO62Ixgzza,spotify:track:23nOXuK95DPOiO62Ixgzza,https://api.spotify.com/v1/tracks/23nOXuK95DPOiO62Ixgzza,https://api.spotify.com/v1/audio-analysis/23nOXuK95DPOiO62Ixgzza,227225.0,5.0
Icon - Reggaeton Remix,0.741,0.919,2.0,-2.342,1.0,0.254,0.31,0.0,0.41200000000000003,0.6659999999999999,115.054,audio_features,5e1D90g8borqYvbIt2S2Mr,spotify:track:5e1D90g8borqYvbIt2S2Mr,https://api.spotify.com/v1/tracks/5e1D90g8borqYvbIt2S2Mr,https://api.spotify.com/v1/audio-analysis/5e1D90g8borqYvbIt2S2Mr,208880.0,4.0
Alive - Zedd Remix,0.6459999999999999,0.706,5.0,-4.628,1.0,0.0485,0.0060799999999999995,0.0242,0.7,0.0628,128.004,audio_features,4xufJkRQpBvnfMB9OJNdDw,spotify:track:4xufJkRQpBvnfMB9OJNdDw,https://api.spotify.com/v1/tracks/4xufJkRQpBvnfMB9OJNdDw,https://api.spotify.com/v1/audio-analysis/4xufJkRQpBvnfMB9OJNdDw,227947.0,4.0
Wanted You (feat. Lil Uzi Vert),0.797,0.731,9.0,-4.4430000000000005,0.0,0.0479,0.22899999999999998,0.0,0.22399999999999998,0.623,146.93,audio_features,1Faq8G2y56A8fRv7HsLq25,spotify:track:1Faq8G2y56A8fRv7HsLq25,https://api.spotify.com/v1/tracks/1Faq8G2y56A8fRv7HsLq25,https://api.spotify.com/v1/audio-analysis/1Faq8G2y56A8fRv7HsLq25,228387.0,4.0
Pigalle,0.603,0.867,11.0,-4.942,0.0,0.0524,0.000277,0.00132,0.1,0.124,135.029,audio_features,6GTxdh4FiA8XyCLFK1vvgG,spotify:track:6GTxdh4FiA8XyCLFK1vvgG,https://api.spotify.com/v1/tracks/6GTxdh4FiA8XyCLFK1vvgG,https://api.spotify.com/v1/audio-analysis/6GTxdh4FiA8XyCLFK1vvgG,263107.0,4.0
STARGAZING,0.48700000000000004,0.789,8.0,-3.69,1.0,0.044000000000000004,0.009470000000000001,4.05e-06,0.18899999999999997,0.0564,150.007,audio_features,7wBJfHzpfI3032CSD7CE2m,spotify:track:7wBJfHzpfI3032CSD7CE2m,https://api.spotify.com/v1/tracks/7wBJfHzpfI3032CSD7CE2m,https://api.spotify.com/v1/audio-analysis/7wBJfHzpfI3032CSD7CE2m,270715.0,4.0
Radio/Video,0.361,0.9209999999999999,6.0,-2.468,0.0,0.0717,0.17300000000000001,6.95e-06,0.358,0.466,139.259,audio_features,41pOIT2t1rvr2Trg1HQChZ,spotify:track:41pOIT2t1rvr2Trg1HQChZ,https://api.spotify.com/v1/tracks/41pOIT2t1rvr2Trg1HQChZ,https://api.spotify.com/v1/audio-analysis/41pOIT2t1rvr2Trg1HQChZ,249227.0,4.0
Me Against the Music (feat. Madonna) - LP Version / Video Mix,0.804,0.836,6.0,-6.635,0.0,0.08900000000000001,0.32,0.0,0.213,0.85,120.046,audio_features,7mS8RbJji2UZAaguRGsOCH,spotify:track:7mS8RbJji2UZAaguRGsOCH,https://api.spotify.com/v1/tracks/7mS8RbJji2UZAaguRGsOCH,https://api.spotify.com/v1/audio-analysis/7mS8RbJji2UZAaguRGsOCH,223773.0,4.0
Like this,0.685,0.563,3.0,-5.456,0.0,0.0714,0.32299999999999995,0.0,0.111,0.3,85.501,audio_features,5b1uZnebDRcR8XuBsDTPiO,spotify:track:5b1uZnebDRcR8XuBsDTPiO,https://api.spotify.com/v1/tracks/5b1uZnebDRcR8XuBsDTPiO,https://api.spotify.com/v1/audio-analysis/5b1uZnebDRcR8XuBsDTPiO,207640.0,4.0
Pound The Alarm,0.728,0.858,9.0,-3.6860000000000004,1.0,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,audio_features,0LohatbcUXRauoeMlR1jnS,spotify:track:0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/tracks/0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/audio-analysis/0LohatbcUXRauoeMlR1jnS,205640.0,4.0
Giving Up,0.643,0.601,6.0,-7.274,1.0,0.0327,0.597,0.522,0.109,0.166,90.64200000000001,audio_features,3HfHBnADHAKPW9xhhLnKtg,spotify:track:3HfHBnADHAKPW9xhhLnKtg,https://api.spotify.com/v1/tracks/3HfHBnADHAKPW9xhhLnKtg,https://api.spotify.com/v1/audio-analysis/3HfHBnADHAKPW9xhhLnKtg,190467.0,4.0
Bubblegum (feat. Tyga),0.856,0.633,11.0,-6.428999999999999,0.0,0.34,0.0718,0.0,0.11199999999999999,0.77,109.01100000000001,audio_features,2G76iRK1fzO5MiDvcTYkET,spotify:track:2G76iRK1fzO5MiDvcTYkET,https://api.spotify.com/v1/tracks/2G76iRK1fzO5MiDvcTYkET,https://api.spotify.com/v1/audio-analysis/2G76iRK1fzO5MiDvcTYkET,205972.0,4.0
Ransom,0.745,0.642,7.0,-6.257000000000001,0.0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000002,audio_features,1lOe9qE0vR9zwWQAOk6CoO,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,131240.0,4.0
Hella Neck,0.9059999999999999,0.366,11.0,-8.92,0.0,0.395,0.231,0.0,0.17800000000000002,0.23800000000000002,95.007,audio_features,2wBB2KKqtuK1fcxAiqbCSZ,spotify:track:2wBB2KKqtuK1fcxAiqbCSZ,https://api.spotify.com/v1/tracks/2wBB2KKqtuK1fcxAiqbCSZ,https://api.spotify.com/v1/audio-analysis/2wBB2KKqtuK1fcxAiqbCSZ,217283.0,4.0
Face My Fears - English Version,0.628,0.7509999999999999,1.0,-7.041,0.0,0.0991,0.0105,0.0,0.11900000000000001,0.44,159.965,audio_features,0CALOqrkXAE7WB2nyIATLk,spotify:track:0CALOqrkXAE7WB2nyIATLk,https://api.spotify.com/v1/tracks/0CALOqrkXAE7WB2nyIATLk,https://api.spotify.com/v1/audio-analysis/0CALOqrkXAE7WB2nyIATLk,222013.0,3.0
Young & Rude,0.5820000000000001,0.6859999999999999,1.0,-5.271,0.0,0.114,0.0277,0.0,0.0956,0.516,159.85,audio_features,3MbzPLW357rcccaQedM2Yx,spotify:track:3MbzPLW357rcccaQedM2Yx,https://api.spotify.com/v1/tracks/3MbzPLW357rcccaQedM2Yx,https://api.spotify.com/v1/audio-analysis/3MbzPLW357rcccaQedM2Yx,188358.0,4.0
Swim - offrami Remix,0.752,0.79,0.0,-6.041,1.0,0.0406,0.205,1.53e-06,0.185,0.5920000000000001,115.978,audio_features,2vhnIXHAGLTOelfXyT0q5G,spotify:track:2vhnIXHAGLTOelfXyT0q5G,https://api.spotify.com/v1/tracks/2vhnIXHAGLTOelfXyT0q5G,https://api.spotify.com/v1/audio-analysis/2vhnIXHAGLTOelfXyT0q5G,160631.0,4.0
Blessings,0.466,0.672,4.0,-5.926,1.0,0.036000000000000004,0.737,0.0,0.0858,0.33399999999999996,89.081,audio_features,7dnDBbHKyJNFXoeVwO8KBY,spotify:track:7dnDBbHKyJNFXoeVwO8KBY,https://api.spotify.com/v1/tracks/7dnDBbHKyJNFXoeVwO8KBY,https://api.spotify.com/v1/audio-analysis/7dnDBbHKyJNFXoeVwO8KBY,198520.0,4.0
Call The Police,0.375,0.728,2.0,-6.475,1.0,0.0442,9.620000000000001e-05,0.00411,0.0781,0.344,151.011,audio_features,51vOZQuGnqPXfU5VbTZqZb,spotify:track:51vOZQuGnqPXfU5VbTZqZb,https://api.spotify.com/v1/tracks/51vOZQuGnqPXfU5VbTZqZb,https://api.spotify.com/v1/audio-analysis/51vOZQuGnqPXfU5VbTZqZb,418773.0,4.0
This Love Isn't Crazy,0.632,0.728,6.0,-5.7589999999999995,0.0,0.0604,0.0030800000000000003,0.0,0.278,0.252,117.98100000000001,audio_features,03o4HPzUwftpgAPNQSuaBS,spotify:track:03o4HPzUwftpgAPNQSuaBS,https://api.spotify.com/v1/tracks/03o4HPzUwftpgAPNQSuaBS,https://api.spotify.com/v1/audio-analysis/03o4HPzUwftpgAPNQSuaBS,233373.0,4.0
Elevate,0.758,0.474,1.0,-8.72,1.0,0.147,0.0152,0.0,0.11599999999999999,0.0542,76.061,audio_features,3szf2z1Cy1QMrtHrbn8rz9,spotify:track:3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/tracks/3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/audio-analysis/3szf2z1Cy1QMrtHrbn8rz9,184960.0,4.0
Piece Of Me,0.769,0.638,11.0,-5.053999999999999,1.0,0.21600000000000003,0.0902,0.0,0.0857,0.782,115.007,audio_features,2EvwLVrnYbCZEG6Kx5DCRy,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,https://api.spotify.com/v1/tracks/2EvwLVrnYbCZEG6Kx5DCRy,https://api.spotify.com/v1/audio-analysis/2EvwLVrnYbCZEG6Kx5DCRy,212107.0,4.0
Come Around,0.726,0.727,9.0,-4.919,1.0,0.0969,0.363,0.0,0.231,0.815,77.543,audio_features,2zkhW5YaOPPaPgNWXmjTjF,spotify:track:2zkhW5YaOPPaPgNWXmjTjF,https://api.spotify.com/v1/tracks/2zkhW5YaOPPaPgNWXmjTjF,https://api.spotify.com/v1/audio-analysis/2zkhW5YaOPPaPgNWXmjTjF,166696.0,4.0
Harleys In Hawaii,0.722,0.757,10.0,-6.207000000000001,0.0,0.132,0.185,6.32e-06,0.126,0.721,140.094,audio_features,5nCthAh3jt4xKuLJAifAaR,spotify:track:5nCthAh3jt4xKuLJAifAaR,https://api.spotify.com/v1/tracks/5nCthAh3jt4xKuLJAifAaR,https://api.spotify.com/v1/audio-analysis/5nCthAh3jt4xKuLJAifAaR,185815.0,4.0
Kill 'Em with the Love,0.585,0.888,8.0,-3.0860000000000003,0.0,0.0997,0.379,0.000169,0.0594,0.552,125.04899999999999,audio_features,5s0qEUhgu2o6b8HNTuICwc,spotify:track:5s0qEUhgu2o6b8HNTuICwc,https://api.spotify.com/v1/tracks/5s0qEUhgu2o6b8HNTuICwc,https://api.spotify.com/v1/audio-analysis/5s0qEUhgu2o6b8HNTuICwc,222200.0,4.0
Bad Love,0.7140000000000001,0.7240000000000001,11.0,-4.237,1.0,0.0284,0.35700000000000004,0.0,0.0997,0.602,124.994,audio_features,21IMqScnogU0bv1v7DxwBa,spotify:track:21IMqScnogU0bv1v7DxwBa,https://api.spotify.com/v1/tracks/21IMqScnogU0bv1v7DxwBa,https://api.spotify.com/v1/audio-analysis/21IMqScnogU0bv1v7DxwBa,216547.0,4.0
Now That I Found You,0.63,0.759,0.0,-5.148,0.0,0.0475,0.0154,0.0,0.0851,0.597,124.24,audio_features,3dtp75StyEK5XeKraS5KiI,spotify:track:3dtp75StyEK5XeKraS5KiI,https://api.spotify.com/v1/tracks/3dtp75StyEK5XeKraS5KiI,https://api.spotify.com/v1/audio-analysis/3dtp75StyEK5XeKraS5KiI,200320.0,4.0
Message from Home,0.239,0.00108,7.0,-42.044,1.0,0.0344,0.951,0.431,0.34600000000000003,0.21,82.477,audio_features,716NjoyxxK1MgvfMfHMLcv,spotify:track:716NjoyxxK1MgvfMfHMLcv,https://api.spotify.com/v1/tracks/716NjoyxxK1MgvfMfHMLcv,https://api.spotify.com/v1/audio-analysis/716NjoyxxK1MgvfMfHMLcv,100878.0,4.0
Middle,0.8370000000000001,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594.0,4.0
Into You,0.623,0.7340000000000001,9.0,-5.9479999999999995,1.0,0.107,0.0162,1.75e-06,0.145,0.37,107.853,audio_features,2meEiZKWkiN28gITzFwQo5,spotify:track:2meEiZKWkiN28gITzFwQo5,https://api.spotify.com/v1/tracks/2meEiZKWkiN28gITzFwQo5,https://api.spotify.com/v1/audio-analysis/2meEiZKWkiN28gITzFwQo5,244453.0,4.0
LoveGame - Space Cowboy Remix,0.94,0.512,6.0,-1.744,1.0,0.21899999999999997,0.01,0.0,0.0427,0.963,119.976,audio_features,17xl7IvrXnR5wSzxVcPGYG,spotify:track:17xl7IvrXnR5wSzxVcPGYG,https://api.spotify.com/v1/tracks/17xl7IvrXnR5wSzxVcPGYG,https://api.spotify.com/v1/audio-analysis/17xl7IvrXnR5wSzxVcPGYG,200200.0,4.0
Fly,0.561,0.754,9.0,-12.769,0.0,0.11199999999999999,0.61,0.0194,0.32799999999999996,0.642,100.08,audio_features,3e0FzZjTXOUtiJGSClOBrI,spotify:track:3e0FzZjTXOUtiJGSClOBrI,https://api.spotify.com/v1/tracks/3e0FzZjTXOUtiJGSClOBrI,https://api.spotify.com/v1/audio-analysis/3e0FzZjTXOUtiJGSClOBrI,282693.0,4.0
good kid,0.451,0.831,5.0,-8.641,0.0,0.307,0.0623,0.0,0.185,0.41,176.162,audio_features,5vuJuBqwzHJgCA1ysRfwxZ,spotify:track:5vuJuBqwzHJgCA1ysRfwxZ,https://api.spotify.com/v1/tracks/5vuJuBqwzHJgCA1ysRfwxZ,https://api.spotify.com/v1/audio-analysis/5vuJuBqwzHJgCA1ysRfwxZ,214120.0,4.0
S.T.A.Y.,0.179,0.03,5.0,-30.778000000000002,1.0,0.0489,0.9329999999999999,0.929,0.0741,0.0251,126.848,audio_features,780LdT9wWORqCCUUiLfRvi,spotify:track:780LdT9wWORqCCUUiLfRvi,https://api.spotify.com/v1/tracks/780LdT9wWORqCCUUiLfRvi,https://api.spotify.com/v1/audio-analysis/780LdT9wWORqCCUUiLfRvi,383513.0,5.0
Sugar,0.45299999999999996,0.5379999999999999,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973,audio_features,6U0FIYXCQ3TGrk4tFpLrEA,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/tracks/6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/audio-analysis/6U0FIYXCQ3TGrk4tFpLrEA,204533.0,4.0
goodbye,0.5479999999999999,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.10300000000000001,0.163,150.06799999999998,audio_features,0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,174853.0,4.0
Angel Down,0.294,0.321,9.0,-11.251,1.0,0.0317,0.8,0.0,0.109,0.0669,107.47200000000001,audio_features,5O31BTWa4XNFtE3zVgeCoh,spotify:track:5O31BTWa4XNFtE3zVgeCoh,https://api.spotify.com/v1/tracks/5O31BTWa4XNFtE3zVgeCoh,https://api.spotify.com/v1/audio-analysis/5O31BTWa4XNFtE3zVgeCoh,229147.0,1.0
Diamond Heart,0.478,0.633,0.0,-6.19,1.0,0.0345,0.12300000000000001,0.0,0.41,0.287,89.90899999999999,audio_features,0nrWZWkJM62ftQJSI8fDc0,spotify:track:0nrWZWkJM62ftQJSI8fDc0,https://api.spotify.com/v1/tracks/0nrWZWkJM62ftQJSI8fDc0,https://api.spotify.com/v1/audio-analysis/0nrWZWkJM62ftQJSI8fDc0,240333.0,4.0
Anaconda,0.9640000000000001,0.605,9.0,-6.223,1.0,0.179,0.0668,7.78e-06,0.214,0.6459999999999999,129.994,audio_features,794F99D5BQHS5ZGRXAs7I5,spotify:track:794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/tracks/794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/audio-analysis/794F99D5BQHS5ZGRXAs7I5,260240.0,4.0
Honeymoon,0.6920000000000001,0.608,8.0,-5.233,0.0,0.040999999999999995,0.218,0.0,0.348,0.449,125.012,audio_features,2ofOe2OaXFpZF5ETbsc7Qu,spotify:track:2ofOe2OaXFpZF5ETbsc7Qu,https://api.spotify.com/v1/tracks/2ofOe2OaXFpZF5ETbsc7Qu,https://api.spotify.com/v1/audio-analysis/2ofOe2OaXFpZF5ETbsc7Qu,339733.0,4.0
OMG (feat. Wiz Khalifa),0.902,0.805,0.0,-6.281000000000001,1.0,0.175,0.00433,0.0,0.314,0.833,140.035,audio_features,373iQzYhS09JcQ8NrTU6D4,spotify:track:373iQzYhS09JcQ8NrTU6D4,https://api.spotify.com/v1/tracks/373iQzYhS09JcQ8NrTU6D4,https://api.spotify.com/v1/audio-analysis/373iQzYhS09JcQ8NrTU6D4,148360.0,4.0
Jai Ho! (You Are My Destiny),0.657,0.941,8.0,-3.9189999999999996,0.0,0.061,0.0476,0.0,0.0797,0.879,136.202,audio_features,7Kpqjspw4Y7HrvItIRcBiW,spotify:track:7Kpqjspw4Y7HrvItIRcBiW,https://api.spotify.com/v1/tracks/7Kpqjspw4Y7HrvItIRcBiW,https://api.spotify.com/v1/audio-analysis/7Kpqjspw4Y7HrvItIRcBiW,222400.0,4.0
Ballin Flossin,0.9259999999999999,0.498,11.0,-7.931,0.0,0.0899,0.0259,2.92e-06,0.49200000000000005,0.7659999999999999,125.008,audio_features,4pnIUqhf1AQMFrJPd4BbrT,spotify:track:4pnIUqhf1AQMFrJPd4BbrT,https://api.spotify.com/v1/tracks/4pnIUqhf1AQMFrJPd4BbrT,https://api.spotify.com/v1/audio-analysis/4pnIUqhf1AQMFrJPd4BbrT,169549.0,4.0
Nothing Scares Me Anymore,0.415,0.5720000000000001,7.0,-7.792999999999999,0.0,0.036000000000000004,0.0402,2.36e-06,0.0733,0.102,125.915,audio_features,6xeCQCtG0VVzV69qTiUg21,spotify:track:6xeCQCtG0VVzV69qTiUg21,https://api.spotify.com/v1/tracks/6xeCQCtG0VVzV69qTiUg21,https://api.spotify.com/v1/audio-analysis/6xeCQCtG0VVzV69qTiUg21,237827.0,4.0
Free Woman,0.731,0.927,0.0,-3.634,1.0,0.0781,0.0228,7.15e-05,0.187,0.478,119.006,audio_features,4L6ihclQPu1hqP9r3WNJjQ,spotify:track:4L6ihclQPu1hqP9r3WNJjQ,https://api.spotify.com/v1/tracks/4L6ihclQPu1hqP9r3WNJjQ,https://api.spotify.com/v1/audio-analysis/4L6ihclQPu1hqP9r3WNJjQ,191467.0,4.0
Best Life (feat. Chance The Rapper),0.62,0.625,9.0,-7.438,1.0,0.5529999999999999,0.287,0.0,0.314,0.665,167.91099999999997,audio_features,00B7TZ0Xawar6NZ00JFomN,spotify:track:00B7TZ0Xawar6NZ00JFomN,https://api.spotify.com/v1/tracks/00B7TZ0Xawar6NZ00JFomN,https://api.spotify.com/v1/audio-analysis/00B7TZ0Xawar6NZ00JFomN,284856.0,4.0
