,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Woah,0.882,0.602,11.0,-5.553999999999999,1.0,0.245,0.0177,0.0,0.17800000000000002,0.43,142.959,audio_features,598yNsG1JFrGd4n2kMoz7F,spotify:track:598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011.0,4.0
Kanye - Chardy Remix,0.74,0.919,7.0,-3.2110000000000003,1.0,0.0468,0.000637,0.524,0.0365,0.48700000000000004,128.01,audio_features,0jcok2Ib2uNhzrXRewCgJV,spotify:track:0jcok2Ib2uNhzrXRewCgJV,https://api.spotify.com/v1/tracks/0jcok2Ib2uNhzrXRewCgJV,https://api.spotify.com/v1/audio-analysis/0jcok2Ib2uNhzrXRewCgJV,242293.0,4.0
Swish Swish,0.838,0.705,5.0,-5.2010000000000005,0.0,0.0449,0.0184,1.82e-05,0.102,0.583,119.95299999999999,audio_features,3OtMnyUaiipcAT23A8liyi,spotify:track:3OtMnyUaiipcAT23A8liyi,https://api.spotify.com/v1/tracks/3OtMnyUaiipcAT23A8liyi,https://api.spotify.com/v1/audio-analysis/3OtMnyUaiipcAT23A8liyi,242520.0,4.0
Too Young,0.602,0.635,4.0,-6.526,0.0,0.052000000000000005,0.271,3.2e-05,0.0829,0.225,123.05,audio_features,4SYUUlkScpNR1QvPscXf8t,spotify:track:4SYUUlkScpNR1QvPscXf8t,https://api.spotify.com/v1/tracks/4SYUUlkScpNR1QvPscXf8t,https://api.spotify.com/v1/audio-analysis/4SYUUlkScpNR1QvPscXf8t,237147.0,4.0
Don't Give up on Me,0.6409999999999999,0.537,0.0,-5.452000000000001,0.0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.86399999999999,audio_features,5A3fPy30SN2wuzrahpcxvV,spotify:track:5A3fPy30SN2wuzrahpcxvV,https://api.spotify.com/v1/tracks/5A3fPy30SN2wuzrahpcxvV,https://api.spotify.com/v1/audio-analysis/5A3fPy30SN2wuzrahpcxvV,196188.0,4.0
Paparazzi,0.762,0.6920000000000001,5.0,-3.9730000000000003,0.0,0.0438,0.113,0.0,0.094,0.397,114.906,audio_features,7Hqig8kp32q2Ire3ECQvWM,spotify:track:7Hqig8kp32q2Ire3ECQvWM,https://api.spotify.com/v1/tracks/7Hqig8kp32q2Ire3ECQvWM,https://api.spotify.com/v1/audio-analysis/7Hqig8kp32q2Ire3ECQvWM,208307.0,4.0
BELIEVE IT,0.43,0.7,6.0,-5.35,1.0,0.264,0.0902,0.0,0.21600000000000003,0.731,158.373,audio_features,4HDCLYli2SUdkq9OjmvhSD,spotify:track:4HDCLYli2SUdkq9OjmvhSD,https://api.spotify.com/v1/tracks/4HDCLYli2SUdkq9OjmvhSD,https://api.spotify.com/v1/audio-analysis/4HDCLYli2SUdkq9OjmvhSD,183219.0,4.0
Sanctuary (Opening),0.484,0.833,1.0,-5.79,0.0,0.0542,0.08199999999999999,0.0,0.13,0.307,109.087,audio_features,0nYDnOeXWsAuV0dqOxXXO5,spotify:track:0nYDnOeXWsAuV0dqOxXXO5,https://api.spotify.com/v1/tracks/0nYDnOeXWsAuV0dqOxXXO5,https://api.spotify.com/v1/audio-analysis/0nYDnOeXWsAuV0dqOxXXO5,271947.0,4.0
Capsize,0.6829999999999999,0.708,5.0,-6.244,0.0,0.0305,0.0398,0.155,0.6859999999999999,0.355,92.991,audio_features,2XMTqoHHSH0lvuXrvIEdco,spotify:track:2XMTqoHHSH0lvuXrvIEdco,https://api.spotify.com/v1/tracks/2XMTqoHHSH0lvuXrvIEdco,https://api.spotify.com/v1/audio-analysis/2XMTqoHHSH0lvuXrvIEdco,237707.0,4.0
Geek'd (feat. Lil Baby),0.855,0.562,9.0,-7.099,0.0,0.299,0.485,7.89e-06,0.11199999999999999,0.193,164.053,audio_features,3nQQotHU6YtE0Z4kiMNoW8,spotify:track:3nQQotHU6YtE0Z4kiMNoW8,https://api.spotify.com/v1/tracks/3nQQotHU6YtE0Z4kiMNoW8,https://api.spotify.com/v1/audio-analysis/3nQQotHU6YtE0Z4kiMNoW8,133691.0,4.0
Too Much Sauce (feat. Future & Lil Uzi Vert),0.96,0.547,6.0,-6.992000000000001,0.0,0.0786,0.0496,0.0,0.21600000000000003,0.18600000000000003,121.01,audio_features,5oyUurs28XRagLa8lgm6V3,spotify:track:5oyUurs28XRagLa8lgm6V3,https://api.spotify.com/v1/tracks/5oyUurs28XRagLa8lgm6V3,https://api.spotify.com/v1/audio-analysis/5oyUurs28XRagLa8lgm6V3,223093.0,4.0
There for You,0.611,0.644,6.0,-7.607,0.0,0.0553,0.124,0.0,0.124,0.13,105.969,audio_features,6jA8HL9i4QGzsj6fjoxp8Y,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,221904.0,4.0
Overdue (with Travis Scott),0.638,0.4,11.0,-11.212,0.0,0.0425,0.733,0.000133,0.33399999999999996,0.495,150.13299999999998,audio_features,6LyAwkJsHlW7RQ8S1cYAtM,spotify:track:6LyAwkJsHlW7RQ8S1cYAtM,https://api.spotify.com/v1/tracks/6LyAwkJsHlW7RQ8S1cYAtM,https://api.spotify.com/v1/audio-analysis/6LyAwkJsHlW7RQ8S1cYAtM,166093.0,4.0
Reaching,0.313,0.0072900000000000005,9.0,-29.599,1.0,0.0388,0.993,0.7959999999999999,0.106,0.0799,72.082,audio_features,0KvgYjNjdjpgjanBhUnSfO,spotify:track:0KvgYjNjdjpgjanBhUnSfO,https://api.spotify.com/v1/tracks/0KvgYjNjdjpgjanBhUnSfO,https://api.spotify.com/v1/audio-analysis/0KvgYjNjdjpgjanBhUnSfO,176500.0,4.0
Savage Remix (feat. Beyoncé),0.8220000000000001,0.743,10.0,-4.772,0.0,0.28,0.016,0.0,0.127,0.636,84.459,audio_features,5v4GgrXPMghOnBBLmveLac,spotify:track:5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac,242001.0,4.0
The Anthem,0.494,0.9390000000000001,1.0,-3.127,1.0,0.126,0.006659999999999999,0.0,0.139,0.893,177.75099999999998,audio_features,0BRHnOFm6sjxN1i9LJrUDu,spotify:track:0BRHnOFm6sjxN1i9LJrUDu,https://api.spotify.com/v1/tracks/0BRHnOFm6sjxN1i9LJrUDu,https://api.spotify.com/v1/audio-analysis/0BRHnOFm6sjxN1i9LJrUDu,175093.0,4.0
Cattitude (feat. RuPaul),0.8009999999999999,0.851,6.0,-5.6979999999999995,0.0,0.175,0.00785,0.0009660000000000001,0.385,0.705,121.065,audio_features,0uZd8cKaTyNogTREourFY5,spotify:track:0uZd8cKaTyNogTREourFY5,https://api.spotify.com/v1/tracks/0uZd8cKaTyNogTREourFY5,https://api.spotify.com/v1/audio-analysis/0uZd8cKaTyNogTREourFY5,189973.0,4.0
Water,0.5479999999999999,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000.0,4.0
Midnight Hour with Boys Noize & Ty Dolla $ign,0.795,0.899,0.0,-4.202,1.0,0.0685,0.00235,0.000392,0.19899999999999998,0.32899999999999996,125.978,audio_features,5AFrctm65wWIqJsjHPPx85,spotify:track:5AFrctm65wWIqJsjHPPx85,https://api.spotify.com/v1/tracks/5AFrctm65wWIqJsjHPPx85,https://api.spotify.com/v1/audio-analysis/5AFrctm65wWIqJsjHPPx85,198839.0,4.0
Jingle Bell Rock,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,audio_features,3hBXvHLlTHvnbwrPbeoyAj,spotify:track:3hBXvHLlTHvnbwrPbeoyAj,https://api.spotify.com/v1/tracks/3hBXvHLlTHvnbwrPbeoyAj,https://api.spotify.com/v1/audio-analysis/3hBXvHLlTHvnbwrPbeoyAj,130973.0,4.0
Interlude,0.385,0.7979999999999999,9.0,-6.439,0.0,0.483,0.115,0.0,0.18100000000000002,0.141,149.756,audio_features,2Nib4r0saYQf2pUV4RFDhl,spotify:track:2Nib4r0saYQf2pUV4RFDhl,https://api.spotify.com/v1/tracks/2Nib4r0saYQf2pUV4RFDhl,https://api.spotify.com/v1/audio-analysis/2Nib4r0saYQf2pUV4RFDhl,259821.0,4.0
Available,0.7020000000000001,0.608,3.0,-6.843,1.0,0.0359,0.0736,0.0,0.129,0.597,75.012,audio_features,1b6tPXXCV2fSNtR3SKWUQA,spotify:track:1b6tPXXCV2fSNtR3SKWUQA,https://api.spotify.com/v1/tracks/1b6tPXXCV2fSNtR3SKWUQA,https://api.spotify.com/v1/audio-analysis/1b6tPXXCV2fSNtR3SKWUQA,195333.0,4.0
In The Bank (feat. YoungBoy Never Broke Again),0.72,0.579,1.0,-7.2989999999999995,1.0,0.16699999999999998,0.018000000000000002,0.0,0.134,0.19899999999999998,166.002,audio_features,0sEfomtr8d86aJgZxlfh3k,spotify:track:0sEfomtr8d86aJgZxlfh3k,https://api.spotify.com/v1/tracks/0sEfomtr8d86aJgZxlfh3k,https://api.spotify.com/v1/audio-analysis/0sEfomtr8d86aJgZxlfh3k,185344.0,4.0
New Rules,0.762,0.7,9.0,-6.021,0.0,0.0694,0.0026100000000000003,1.56e-05,0.153,0.608,116.073,audio_features,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320.0,4.0
Like My Style,0.8059999999999999,0.8270000000000001,5.0,-2.237,0.0,0.336,0.23199999999999998,0.0,0.314,0.815,125.305,audio_features,6Ucz4yVgFOJxoUdW193tDS,spotify:track:6Ucz4yVgFOJxoUdW193tDS,https://api.spotify.com/v1/tracks/6Ucz4yVgFOJxoUdW193tDS,https://api.spotify.com/v1/audio-analysis/6Ucz4yVgFOJxoUdW193tDS,193253.0,5.0
Rollin,0.127,0.941,1.0,-16.083,0.0,0.0509,0.813,0.988,0.17800000000000002,1e-05,82.14399999999999,audio_features,11Rm75lU5EmETsTR22C0gT,spotify:track:11Rm75lU5EmETsTR22C0gT,https://api.spotify.com/v1/tracks/11Rm75lU5EmETsTR22C0gT,https://api.spotify.com/v1/audio-analysis/11Rm75lU5EmETsTR22C0gT,96872.0,3.0
Poison,0.6890000000000001,0.39399999999999996,2.0,-10.102,0.0,0.065,0.711,0.0009050000000000001,0.0859,0.382,117.48899999999999,audio_features,5NijSs5dAwaIybq1GaRTIe,spotify:track:5NijSs5dAwaIybq1GaRTIe,https://api.spotify.com/v1/tracks/5NijSs5dAwaIybq1GaRTIe,https://api.spotify.com/v1/audio-analysis/5NijSs5dAwaIybq1GaRTIe,212992.0,3.0
Confetti,0.6859999999999999,0.633,1.0,-8.321,0.0,0.2,0.0518,1.09e-05,0.083,0.218,85.955,audio_features,3dTpCTapp53S88tyMOVosR,spotify:track:3dTpCTapp53S88tyMOVosR,https://api.spotify.com/v1/tracks/3dTpCTapp53S88tyMOVosR,https://api.spotify.com/v1/audio-analysis/3dTpCTapp53S88tyMOVosR,198763.0,4.0
I,0.653,0.452,4.0,-11.142999999999999,0.0,0.055,0.838,7.730000000000001e-05,0.10800000000000001,0.45,83.43299999999999,audio_features,6VsvKPJ4xjVNKpI8VVZ3SV,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,https://api.spotify.com/v1/tracks/6VsvKPJ4xjVNKpI8VVZ3SV,https://api.spotify.com/v1/audio-analysis/6VsvKPJ4xjVNKpI8VVZ3SV,252881.0,4.0
Assets,0.7190000000000001,0.8009999999999999,0.0,-4.612,1.0,0.0409,0.00116,0.000103,0.0719,0.85,100.03,audio_features,6LY4mDVzF0Vi6jAD2UMrHB,spotify:track:6LY4mDVzF0Vi6jAD2UMrHB,https://api.spotify.com/v1/tracks/6LY4mDVzF0Vi6jAD2UMrHB,https://api.spotify.com/v1/audio-analysis/6LY4mDVzF0Vi6jAD2UMrHB,199212.0,4.0
Follow - Zomboy Remix,0.6679999999999999,0.9620000000000001,9.0,-1.3259999999999998,1.0,0.0754,0.00417,0.0352,0.177,0.335,150.05,audio_features,337KbThNHTghPQrZndXEFN,spotify:track:337KbThNHTghPQrZndXEFN,https://api.spotify.com/v1/tracks/337KbThNHTghPQrZndXEFN,https://api.spotify.com/v1/audio-analysis/337KbThNHTghPQrZndXEFN,253200.0,4.0
No Mediocre (feat. Iggy Azalea),0.78,0.45,1.0,-9.539,1.0,0.0465,0.0826,0.0,0.0809,0.17800000000000002,95.486,audio_features,38aECKrbMv2F5FsYYCewCQ,spotify:track:38aECKrbMv2F5FsYYCewCQ,https://api.spotify.com/v1/tracks/38aECKrbMv2F5FsYYCewCQ,https://api.spotify.com/v1/audio-analysis/38aECKrbMv2F5FsYYCewCQ,201600.0,4.0
Mask Off (feat. Kendrick Lamar) - Remix,0.727,0.431,2.0,-12.007,1.0,0.395,0.0111,0.0166,0.506,0.223,150.005,audio_features,6DB2KOEwHnjkgEnBt5SdeJ,spotify:track:6DB2KOEwHnjkgEnBt5SdeJ,https://api.spotify.com/v1/tracks/6DB2KOEwHnjkgEnBt5SdeJ,https://api.spotify.com/v1/audio-analysis/6DB2KOEwHnjkgEnBt5SdeJ,257987.0,4.0
Make Your Booty Go - B!tch Be Cool Remix,0.762,0.8370000000000001,1.0,-5.957999999999999,0.0,0.0586,0.00618,0.885,0.0565,0.368,124.97200000000001,audio_features,4oD2cMNZZO65Qw7U6GRDVy,spotify:track:4oD2cMNZZO65Qw7U6GRDVy,https://api.spotify.com/v1/tracks/4oD2cMNZZO65Qw7U6GRDVy,https://api.spotify.com/v1/audio-analysis/4oD2cMNZZO65Qw7U6GRDVy,282240.0,4.0
No Role Modelz,0.696,0.521,10.0,-8.465,0.0,0.332,0.302,0.0,0.0565,0.45799999999999996,100.0,audio_features,62vpWI1CHwFy7tMIcSStl8,spotify:track:62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,292987.0,4.0
The Pines,0.522,0.439,9.0,-7.037000000000001,0.0,0.0345,0.0345,9.16e-06,0.424,0.17600000000000002,163.92700000000002,audio_features,0uTw7TNnYn64XmCAo5jr0c,spotify:track:0uTw7TNnYn64XmCAo5jr0c,https://api.spotify.com/v1/tracks/0uTw7TNnYn64XmCAo5jr0c,https://api.spotify.com/v1/audio-analysis/0uTw7TNnYn64XmCAo5jr0c,213613.0,4.0
A Horse with No Name,0.654,0.506,11.0,-17.18,0.0,0.0535,0.6859999999999999,0.0155,0.155,0.831,123.179,audio_features,54eZmuggBFJbV7k248bTTt,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,252240.0,4.0
BO$$,0.769,0.787,11.0,-3.909,1.0,0.36700000000000005,0.18899999999999997,0.0,0.129,0.836,126.77,audio_features,6Ozh9Ok6h4Oi1wUSLtBseN,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,159715.0,4.0
Raw,0.8740000000000001,0.7140000000000001,5.0,-4.946000000000001,1.0,0.233,0.0273,0.0,0.35600000000000004,0.85,130.046,audio_features,1CCDIow4pPYyJYzhtTUYz2,spotify:track:1CCDIow4pPYyJYzhtTUYz2,https://api.spotify.com/v1/tracks/1CCDIow4pPYyJYzhtTUYz2,https://api.spotify.com/v1/audio-analysis/1CCDIow4pPYyJYzhtTUYz2,216678.0,4.0
Just A Stranger (feat. Steve Lacy),0.745,0.672,9.0,-5.7379999999999995,1.0,0.0346,0.127,0.0,0.10300000000000001,0.6409999999999999,108.031,audio_features,1HA2V2EfAgJUBVOju4YfiB,spotify:track:1HA2V2EfAgJUBVOju4YfiB,https://api.spotify.com/v1/tracks/1HA2V2EfAgJUBVOju4YfiB,https://api.spotify.com/v1/audio-analysis/1HA2V2EfAgJUBVOju4YfiB,177697.0,4.0
Regret In Your Tears,0.77,0.47700000000000004,0.0,-10.972000000000001,0.0,0.0802,0.7490000000000001,0.20800000000000002,0.166,0.248,106.12799999999999,audio_features,0j8zLbIueSkVqB3Tl6PsjA,spotify:track:0j8zLbIueSkVqB3Tl6PsjA,https://api.spotify.com/v1/tracks/0j8zLbIueSkVqB3Tl6PsjA,https://api.spotify.com/v1/audio-analysis/0j8zLbIueSkVqB3Tl6PsjA,229573.0,4.0
Sahara,0.275,0.659,6.0,-5.631,0.0,0.039,0.0418,4.15e-05,0.079,0.149,144.908,audio_features,6KjTXwntv8paBCL3El9TnV,spotify:track:6KjTXwntv8paBCL3El9TnV,https://api.spotify.com/v1/tracks/6KjTXwntv8paBCL3El9TnV,https://api.spotify.com/v1/audio-analysis/6KjTXwntv8paBCL3El9TnV,322893.0,4.0
Dippin' From The Cops,0.9359999999999999,0.6709999999999999,9.0,-6.565,1.0,0.225,0.0279,0.0,0.107,0.631,102.012,audio_features,4Yk9zRLPuTCdnrDVRwMKI6,spotify:track:4Yk9zRLPuTCdnrDVRwMKI6,https://api.spotify.com/v1/tracks/4Yk9zRLPuTCdnrDVRwMKI6,https://api.spotify.com/v1/audio-analysis/4Yk9zRLPuTCdnrDVRwMKI6,149706.0,4.0
Raise Your Weapon - Madeon Remix,0.607,0.7959999999999999,8.0,-5.121,0.0,0.0585,0.017,0.0,0.08199999999999999,0.495,126.1,audio_features,6HiIqGeN4hOXtMuusd2Mys,spotify:track:6HiIqGeN4hOXtMuusd2Mys,https://api.spotify.com/v1/tracks/6HiIqGeN4hOXtMuusd2Mys,https://api.spotify.com/v1/audio-analysis/6HiIqGeN4hOXtMuusd2Mys,200337.0,4.0
Used To Love (with Dean Lewis),0.6509999999999999,0.693,4.0,-4.7219999999999995,1.0,0.0375,0.45799999999999996,0.0,0.335,0.392,118.97,audio_features,7pWK1kMgHy5lNNiIfuRbkP,spotify:track:7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/tracks/7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/audio-analysis/7pWK1kMgHy5lNNiIfuRbkP,236765.0,4.0
Come Get Her,0.6890000000000001,0.564,2.0,-6.226,1.0,0.136,0.187,0.0,0.0721,0.12300000000000001,185.023,audio_features,1Ser4X0TKttOvo8bgdytTP,spotify:track:1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/tracks/1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/audio-analysis/1Ser4X0TKttOvo8bgdytTP,212947.0,4.0
CRZY,0.8270000000000001,0.7020000000000001,6.0,-7.263999999999999,1.0,0.267,0.226,5.04e-05,0.158,0.6940000000000001,130.02,audio_features,6Dwtha2FtZFoMEBh5GR2sq,spotify:track:6Dwtha2FtZFoMEBh5GR2sq,https://api.spotify.com/v1/tracks/6Dwtha2FtZFoMEBh5GR2sq,https://api.spotify.com/v1/audio-analysis/6Dwtha2FtZFoMEBh5GR2sq,191720.0,4.0
STUPID (feat. Yung Baby Tate),0.772,0.637,2.0,-6.881,1.0,0.114,0.0045899999999999995,0.0,0.0778,0.54,149.906,audio_features,6qNB2ChCVPepl5ZjVJJTUW,spotify:track:6qNB2ChCVPepl5ZjVJJTUW,https://api.spotify.com/v1/tracks/6qNB2ChCVPepl5ZjVJJTUW,https://api.spotify.com/v1/audio-analysis/6qNB2ChCVPepl5ZjVJJTUW,167317.0,4.0
Music To Watch Boys To,0.4,0.494,1.0,-8.04,0.0,0.0367,0.713,0.000334,0.23800000000000002,0.134,132.016,audio_features,34rRFl0bz9PocxWuO2ca5J,spotify:track:34rRFl0bz9PocxWuO2ca5J,https://api.spotify.com/v1/tracks/34rRFl0bz9PocxWuO2ca5J,https://api.spotify.com/v1/audio-analysis/34rRFl0bz9PocxWuO2ca5J,290626.0,4.0
Will you be there when I wake up,0.187,0.0911,0.0,-28.802,1.0,0.0489,0.9440000000000001,0.9209999999999999,0.10400000000000001,0.359,66.282,audio_features,0MrDqmqbP0xS9sGedtiuAC,spotify:track:0MrDqmqbP0xS9sGedtiuAC,https://api.spotify.com/v1/tracks/0MrDqmqbP0xS9sGedtiuAC,https://api.spotify.com/v1/audio-analysis/0MrDqmqbP0xS9sGedtiuAC,164125.0,4.0
Better With You,0.5710000000000001,0.752,3.0,-4.872,1.0,0.0293,0.0196,6.92e-05,0.114,0.25,102.04299999999999,audio_features,3D37T7euWvVJ45evRmriIh,spotify:track:3D37T7euWvVJ45evRmriIh,https://api.spotify.com/v1/tracks/3D37T7euWvVJ45evRmriIh,https://api.spotify.com/v1/audio-analysis/3D37T7euWvVJ45evRmriIh,192941.0,4.0
The Heat,0.7859999999999999,0.537,0.0,-6.872000000000001,0.0,0.0849,0.0988,0.191,0.0907,0.542,83.48299999999999,audio_features,574JRYU1lS9Cz3zcYD8SFF,spotify:track:574JRYU1lS9Cz3zcYD8SFF,https://api.spotify.com/v1/tracks/574JRYU1lS9Cz3zcYD8SFF,https://api.spotify.com/v1/audio-analysis/574JRYU1lS9Cz3zcYD8SFF,198323.0,4.0
OK,0.72,0.625,7.0,-6.274,1.0,0.0362,0.0112,0.0076,0.0999,0.818,102.006,audio_features,0APAKxMXB7jdDs4kw1l30y,spotify:track:0APAKxMXB7jdDs4kw1l30y,https://api.spotify.com/v1/tracks/0APAKxMXB7jdDs4kw1l30y,https://api.spotify.com/v1/audio-analysis/0APAKxMXB7jdDs4kw1l30y,193293.0,4.0
Oh Me Oh My,0.669,0.652,0.0,-4.245,1.0,0.0603,0.0314,0.0,0.158,0.0395,119.97200000000001,audio_features,56urRCfhQX5H3tfGt6q3uU,spotify:track:56urRCfhQX5H3tfGt6q3uU,https://api.spotify.com/v1/tracks/56urRCfhQX5H3tfGt6q3uU,https://api.spotify.com/v1/audio-analysis/56urRCfhQX5H3tfGt6q3uU,256320.0,4.0
Body,0.752,0.764,1.0,-4.399,1.0,0.038,0.0476,9.44e-05,0.0543,0.5820000000000001,121.958,audio_features,21RzyxY3EFaxVy6K4RqaU9,spotify:track:21RzyxY3EFaxVy6K4RqaU9,https://api.spotify.com/v1/tracks/21RzyxY3EFaxVy6K4RqaU9,https://api.spotify.com/v1/audio-analysis/21RzyxY3EFaxVy6K4RqaU9,163216.0,4.0
Genetics (feat. Pussycat Dolls),0.7440000000000001,0.81,8.0,-6.608,1.0,0.384,0.0295,5.91e-05,0.0816,0.48100000000000004,121.956,audio_features,59F7idTDMJppMZgR6YFy4P,spotify:track:59F7idTDMJppMZgR6YFy4P,https://api.spotify.com/v1/tracks/59F7idTDMJppMZgR6YFy4P,https://api.spotify.com/v1/audio-analysis/59F7idTDMJppMZgR6YFy4P,177816.0,4.0
2U,0.551,0.6509999999999999,8.0,-5.827999999999999,0.0,0.0594,0.225,0.0,0.22399999999999998,0.562,144.875,audio_features,762UXiwEHYY97VL45sAUPR,spotify:track:762UXiwEHYY97VL45sAUPR,https://api.spotify.com/v1/tracks/762UXiwEHYY97VL45sAUPR,https://api.spotify.com/v1/audio-analysis/762UXiwEHYY97VL45sAUPR,194907.0,4.0
Buy The World,0.7929999999999999,0.631,11.0,-6.109,0.0,0.0998,0.0406,0.000478,0.207,0.231,119.971,audio_features,01A7PEPSnmtixFPfB2UTal,spotify:track:01A7PEPSnmtixFPfB2UTal,https://api.spotify.com/v1/tracks/01A7PEPSnmtixFPfB2UTal,https://api.spotify.com/v1/audio-analysis/01A7PEPSnmtixFPfB2UTal,226693.0,4.0
Unstoppable - FKJ Remix,0.647,0.562,10.0,-7.733,0.0,0.165,0.183,0.000504,0.0763,0.495,92.2,audio_features,0mBe4dWMRLXvrAs8ixpmbp,spotify:track:0mBe4dWMRLXvrAs8ixpmbp,https://api.spotify.com/v1/tracks/0mBe4dWMRLXvrAs8ixpmbp,https://api.spotify.com/v1/audio-analysis/0mBe4dWMRLXvrAs8ixpmbp,316304.0,4.0
Overseas (feat. Lil Pump),0.892,0.679,9.0,-6.495,1.0,0.0676,0.129,1.55e-05,0.301,0.434,129.99200000000002,audio_features,2Q13JqwPOhGIgvuHgdk6eZ,spotify:track:2Q13JqwPOhGIgvuHgdk6eZ,https://api.spotify.com/v1/tracks/2Q13JqwPOhGIgvuHgdk6eZ,https://api.spotify.com/v1/audio-analysis/2Q13JqwPOhGIgvuHgdk6eZ,192027.0,4.0
Without You,0.662,0.858,2.0,-4.843999999999999,1.0,0.0428,0.0016300000000000002,0.0,0.0456,0.295,133.993,audio_features,6Pgkp4qUoTmJIPn7ReaGxL,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/tracks/6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/audio-analysis/6Pgkp4qUoTmJIPn7ReaGxL,181673.0,4.0
Nonsense (feat. Mark Foster),0.5429999999999999,0.7809999999999999,7.0,-3.923,0.0,0.14400000000000002,0.0311,0.0,0.306,0.695,87.009,audio_features,71SDRIbBoAGYgvagVL9KRb,spotify:track:71SDRIbBoAGYgvagVL9KRb,https://api.spotify.com/v1/tracks/71SDRIbBoAGYgvagVL9KRb,https://api.spotify.com/v1/audio-analysis/71SDRIbBoAGYgvagVL9KRb,225787.0,4.0
Coming Home,0.42700000000000005,0.465,6.0,-6.595,1.0,0.0291,0.461,5.520000000000001e-05,0.154,0.45799999999999996,112.137,audio_features,5EA06TsQmqmQXZiEhr1AaM,spotify:track:5EA06TsQmqmQXZiEhr1AaM,https://api.spotify.com/v1/tracks/5EA06TsQmqmQXZiEhr1AaM,https://api.spotify.com/v1/audio-analysis/5EA06TsQmqmQXZiEhr1AaM,206387.0,3.0
Ayy Ladies (feat. Tyga),0.905,0.782,10.0,-3.6039999999999996,0.0,0.16399999999999998,0.096,0.0,0.0623,0.7979999999999999,96.055,audio_features,4P6BuLsqtg5uISdE77ypI9,spotify:track:4P6BuLsqtg5uISdE77ypI9,https://api.spotify.com/v1/tracks/4P6BuLsqtg5uISdE77ypI9,https://api.spotify.com/v1/audio-analysis/4P6BuLsqtg5uISdE77ypI9,211293.0,4.0
Burn,0.5820000000000001,0.428,2.0,-9.13,1.0,0.0516,0.752,0.0,0.102,0.255,99.60799999999999,audio_features,4B3qvzOMzLQXLeYgPsG3KA,spotify:track:4B3qvzOMzLQXLeYgPsG3KA,https://api.spotify.com/v1/tracks/4B3qvzOMzLQXLeYgPsG3KA,https://api.spotify.com/v1/audio-analysis/4B3qvzOMzLQXLeYgPsG3KA,225241.0,3.0
Through The Wire,0.752,0.313,0.0,-19.736,1.0,0.414,0.136,0.0,0.11900000000000001,0.514,148.034,audio_features,7LS1ejD2YP26363YkJmVdZ,spotify:track:7LS1ejD2YP26363YkJmVdZ,https://api.spotify.com/v1/tracks/7LS1ejD2YP26363YkJmVdZ,https://api.spotify.com/v1/audio-analysis/7LS1ejD2YP26363YkJmVdZ,223974.0,4.0
